purchase_key,purchase_code,purchase_date_key,supplier_key,employee_key,store_key,payment_key,product_key,quantity,unit_cost,subtotal,discount_percent,discount_amount,tax_percent,tax_amount,total_amount,purchase_status,supplier_invoice_no,expected_delivery_date
195,PUR000195,20260306,21,3,17,18,791,122,1263200,154110400,8,12328832,11,15595972,157377540,Completed,INV-SUP-202603-000195,2026-03-09
196,PUR000196,20221107,96,114,17,1,88,52,2921382,151911864,6,9114711,11,15707686,158504839,Completed,INV-SUP-202211-000196,2022-11-10
197,PUR000197,20220627,114,155,12,2,123,134,878238,117683892,1,1176838,11,12815775,129322829,Completed,INV-SUP-202206-000197,2022-07-04
198,PUR000198,20220313,97,235,6,5,337,10,6295618,62956180,8,5036494,11,6371165,64290851,Completed,INV-SUP-202203-000198,2022-03-21
199,PUR000199,20261019,103,259,2,14,536,27,6794910,183462570,11,20180882,11,17960985,181242673,Pending,INV-SUP-202610-000199,2026-10-21
200,PUR000200,20220917,141,155,14,17,589,125,91277,11409625,13,1483251,11,1091901,11018275,Completed,INV-SUP-202209-000200,2022-09-24
201,PUR000201,20230304,104,171,10,18,239,73,332214,24251622,8,1940129,11,2454264,24765757,Cancelled,INV-SUP-202303-000201,2023-03-14
202,PUR000202,20250212,40,129,9,6,936,16,2626965,42031440,6,2521886,11,4346050,43855604,Completed,INV-SUP-202502-000202,2025-02-14
203,PUR000203,20231030,83,210,14,8,286,75,352363,26427225,8,2114178,11,2674435,26987482,Completed,INV-SUP-202310-000203,2023-11-02
204,PUR000204,20240213,90,161,23,10,926,30,9091170,272735100,0,0,11,30000861,302735961,Completed,INV-SUP-202402-000204,2024-02-26
205,PUR000205,20230309,60,197,5,18,821,127,902738,114647726,1,1146477,11,12485137,125986386,Completed,INV-SUP-202303-000205,2023-03-20
206,PUR000206,20240402,17,196,3,2,425,17,17192042,292264714,10,29226471,11,28934206,291972449,Completed,INV-SUP-202404-000206,2024-04-12
207,PUR000207,20260404,122,167,10,18,912,30,5013834,150415020,2,3008300,11,16214739,163621459,Completed,INV-SUP-202604-000207,2026-04-12
208,PUR000208,20261024,73,85,13,11,514,119,868378,103336982,1,1033369,11,11253397,113557010,Completed,INV-SUP-202610-000208,2026-10-28
209,PUR000209,20230212,68,41,8,16,723,70,5085312,355971840,10,35597184,11,35241212,355615868,Completed,INV-SUP-202302-000209,2023-02-20
210,PUR000210,20260227,19,150,2,6,353,11,6045860,66504460,10,6650446,11,6583941,66437955,Completed,INV-SUP-202602-000210,2026-03-11
211,PUR000211,20230311,52,155,18,3,855,166,249569,41428454,0,0,11,4557129,45985583,Completed,INV-SUP-202303-000211,2023-03-22
212,PUR000212,20250829,40,201,12,5,831,34,1176852,40012968,6,2400778,11,4137340,41749530,Completed,INV-SUP-202508-000212,2025-09-12
213,PUR000213,20240115,117,282,9,3,542,205,1508641,309271405,7,21648998,11,31638464,319260871,Completed,INV-SUP-202401-000213,2024-01-24
214,PUR000214,20240113,91,42,11,13,838,138,1095033,151114554,7,10578018,11,15459018,155995554,Pending,INV-SUP-202401-000214,2024-01-21
215,PUR000215,20260301,36,74,22,7,858,20,213200,4264000,15,639600,11,398684,4023084,Pending,INV-SUP-202603-000215,2026-03-13
216,PUR000216,20261113,130,254,13,17,958,169,610632,103196808,6,6191808,11,10670550,107675550,Completed,INV-SUP-202611-000216,2026-11-27
217,PUR000217,20250516,45,130,17,2,487,19,5821596,110610324,8,8848825,11,11193764,112955263,Completed,INV-SUP-202505-000217,2025-05-18
218,PUR000218,20251017,53,234,10,2,694,94,2784278,261722132,15,39258319,11,24471019,246934832,Cancelled,INV-SUP-202510-000218,2025-10-25
219,PUR000219,20240828,40,118,13,17,349,188,51022,9592136,0,0,11,1055134,10647270,Completed,INV-SUP-202408-000219,2024-09-08
220,PUR000220,20220504,80,145,13,5,848,122,300600,36673200,6,2200392,11,3792008,38264816,Cancelled,INV-SUP-202205-000220,2022-05-06
221,PUR000221,20241229,19,17,17,14,906,142,16320,2317440,11,254918,0,0,2062522,Completed,INV-SUP-202412-000221,2025-01-07
222,PUR000222,20230301,136,43,2,14,627,334,39501,13193334,11,1451266,0,0,11742068,Completed,INV-SUP-202303-000222,2023-03-08
223,PUR000223,20220717,142,156,14,15,288,247,29997,7409259,3,222277,11,790568,7977550,Completed,INV-SUP-202207-000223,2022-07-31
224,PUR000224,20250604,111,175,15,3,76,62,1422787,88212794,6,5292767,11,9121202,92041229,Completed,INV-SUP-202506-000224,2025-06-14
225,PUR000225,20241202,132,182,23,10,739,62,2075400,128674800,13,16727724,11,12314178,124261254,Completed,INV-SUP-202412-000225,2024-12-08
226,PUR000226,20230318,79,279,9,6,321,10,1303434,13034340,8,1042747,11,1319075,13310668,Completed,INV-SUP-202303-000226,2023-03-29
227,PUR000227,20251015,97,135,19,2,494,58,5773356,334854648,7,23439825,11,34255630,345670453,Completed,INV-SUP-202510-000227,2025-10-22
228,PUR000228,20260605,138,218,15,8,552,15,10280886,154213290,5,7710664,11,16115288,162617914,Completed,INV-SUP-202606-000228,2026-06-15
229,PUR000229,20220909,22,92,14,12,323,30,5242216,157266480,12,18871977,11,15223395,153617898,Completed,INV-SUP-202209-000229,2022-09-18
230,PUR000230,20230401,18,212,13,16,80,89,502169,44693041,3,1340791,11,4768747,48120997,Completed,INV-SUP-202304-000230,2023-04-11
231,PUR000231,20250821,149,37,25,11,838,104,1128900,117405600,4,4696224,11,12398031,125107407,Completed,INV-SUP-202508-000231,2025-08-29
232,PUR000232,20260419,54,36,21,4,955,69,445104,30712176,7,2149852,11,3141855,31704179,Completed,INV-SUP-202604-000232,2026-05-03
233,PUR000233,20240316,14,258,9,15,278,38,883500,33573000,15,5035950,11,3139075,31676125,Completed,INV-SUP-202403-000233,2024-03-26
234,PUR000234,20231008,13,72,2,1,737,122,138031,16839782,12,2020773,11,1630090,16449099,Completed,INV-SUP-202310-000234,2023-10-11
235,PUR000235,20251113,18,102,2,16,66,7,4352292,30466044,9,2741943,11,3049651,30773752,Completed,INV-SUP-202511-000235,2025-11-19
236,PUR000236,20220110,52,248,6,13,488,143,788508,112756644,3,3382699,11,12031133,121405078,Completed,INV-SUP-202201-000236,2022-01-18
237,PUR000237,20250710,87,34,12,2,774,280,265678,74389840,11,8182882,11,7282765,73489723,Completed,INV-SUP-202507-000237,2025-07-23
238,PUR000238,20260413,6,248,9,10,190,44,348975,15354900,10,1535490,11,1520135,15339545,Completed,INV-SUP-202604-000238,2026-04-17
239,PUR000239,20240713,55,219,20,12,216,14,3075248,43053472,14,6027486,11,4072858,41098844,Completed,INV-SUP-202407-000239,2024-07-21
240,PUR000240,20230424,34,41,12,10,907,19,4921831,93514789,15,14027218,11,8743632,88231203,Pending,INV-SUP-202304-000240,2023-04-26
241,PUR000241,20241030,19,241,2,3,650,105,433836,45552780,1,455527,11,4960697,50057950,Pending,INV-SUP-202410-000241,2024-11-03
242,PUR000242,20250715,145,230,24,1,765,32,1099494,35183808,7,2462866,11,3599303,36320245,Completed,INV-SUP-202507-000242,2025-07-24
243,PUR000243,20260119,115,39,17,8,844,417,192448,80250816,14,11235114,11,7591727,76607429,Completed,INV-SUP-202601-000243,2026-01-22
244,PUR000244,20251101,16,223,3,5,961,11,4197996,46177956,6,2770677,11,4774800,48182079,Completed,INV-SUP-202511-000244,2025-11-03
245,PUR000245,20220223,137,39,6,13,457,326,25480,8306480,2,166129,0,0,8140351,Completed,INV-SUP-202202-000245,2022-03-09
246,PUR000246,20230329,113,14,5,11,588,27,492274,13291398,8,1063311,11,1345089,13573176,Completed,INV-SUP-202303-000246,2023-04-01
247,PUR000247,20240123,120,230,23,10,79,19,256113,4866147,7,340630,11,497806,5023323,Completed,INV-SUP-202401-000247,2024-01-28
248,PUR000248,20250126,67,42,3,6,353,30,5986000,179580000,12,21549600,11,17383344,175413744,Completed,INV-SUP-202501-000248,2025-02-03
249,PUR000249,20260901,100,76,20,6,244,45,778437,35029665,5,1751483,11,3660600,36938782,Completed,INV-SUP-202609-000249,2026-09-13
250,PUR000250,20251108,149,79,17,6,615,39,3431078,133812042,8,10704963,11,13541778,136648857,Completed,INV-SUP-202511-000250,2025-11-17
251,PUR000251,20260625,99,224,8,13,578,165,166800,27522000,13,3577860,11,2633855,26577995,Pending,INV-SUP-202606-000251,2026-06-28
252,PUR000252,20231004,89,10,21,6,184,20,20388984,407779680,5,20388984,11,42612976,430003672,Completed,INV-SUP-202310-000252,2023-10-16
253,PUR000253,20261031,61,233,11,3,442,19,17891342,339935498,3,10198064,11,36271117,366008551,Completed,INV-SUP-202610-000253,2026-11-14
254,PUR000254,20251001,107,68,24,7,877,168,10100,1696800,2,33936,11,182915,1845779,Completed,INV-SUP-202510-000254,2025-10-10
255,PUR000255,20230813,148,56,15,12,481,23,497350,11439050,9,1029514,11,1145048,11554584,Completed,INV-SUP-202308-000255,2023-08-21
256,PUR000256,20220929,14,254,8,14,849,17,14744038,250648646,0,0,11,27571351,278219997,Completed,INV-SUP-202209-000256,2022-10-03
257,PUR000257,20221217,93,294,17,7,355,18,3268900,58840200,9,5295618,11,5889904,59434486,Completed,INV-SUP-202212-000257,2022-12-26
258,PUR000258,20220315,76,297,20,12,882,56,187278,10487568,9,943881,11,1049805,10593492,Completed,INV-SUP-202203-000258,2022-03-21
259,PUR000259,20230911,1,285,7,12,390,142,931887,132327954,8,10586236,11,13391588,135133306,Pending,INV-SUP-202309-000259,2023-09-16
260,PUR000260,20241102,99,58,6,7,372,69,2904700,200424300,12,24050916,11,19401072,195774456,Completed,INV-SUP-202411-000260,2024-11-13
261,PUR000261,20260914,129,75,7,6,500,44,406828,17900432,0,0,11,1969047,19869479,Completed,INV-SUP-202609-000261,2026-09-19
262,PUR000262,20230715,82,45,21,8,186,10,1933000,19330000,12,2319600,11,1871144,18881544,Completed,INV-SUP-202307-000262,2023-07-22
263,PUR000263,20241018,62,139,20,9,624,67,2500666,167544622,11,18429908,11,16402618,165517332,Completed,INV-SUP-202410-000263,2024-10-30
264,PUR000264,20240609,93,106,10,13,147,6,7387142,44322852,15,6648427,11,4144186,41818611,Completed,INV-SUP-202406-000264,2024-06-22
265,PUR000265,20220110,139,153,4,14,609,471,1258258,592639518,7,41484766,11,60627022,611781774,Completed,INV-SUP-202201-000265,2022-01-13
266,PUR000266,20260307,125,276,11,10,233,75,228400,17130000,2,342600,11,1846614,18634014,Completed,INV-SUP-202603-000266,2026-03-19
267,PUR000267,20250731,2,117,24,15,397,20,5358987,107179740,2,2143594,11,11553976,116590122,Completed,INV-SUP-202507-000267,2025-08-12
268,PUR000268,20251117,119,18,19,11,55,148,174900,25885200,12,3106224,11,2505687,25284663,Completed,INV-SUP-202511-000268,2025-11-29
269,PUR000269,20251024,127,119,23,11,428,136,249369,33914184,4,1356567,11,3581337,36138954,Completed,INV-SUP-202510-000269,2025-11-01
270,PUR000270,20250507,111,168,7,4,315,36,1483084,53391024,15,8008653,11,4992060,50374431,Completed,INV-SUP-202505-000270,2025-05-14
271,PUR000271,20230212,88,155,22,5,969,102,672862,68631924,11,7549511,11,6719065,67801478,Completed,INV-SUP-202302-000271,2023-02-21
272,PUR000272,20230115,52,230,5,4,602,113,851522,96221986,11,10584418,11,9420132,95057700,Completed,INV-SUP-202301-000272,2023-01-24
273,PUR000273,20250319,134,269,16,1,774,61,273811,16702471,2,334049,11,1800526,18168948,Completed,INV-SUP-202503-000273,2025-03-21
274,PUR000274,20241010,36,32,18,2,258,6,4738000,28428000,12,3411360,11,2751830,27768470,Completed,INV-SUP-202410-000274,2024-10-22
275,PUR000275,20240909,104,152,19,1,204,101,169218,17091018,6,1025461,11,1767211,17832768,Completed,INV-SUP-202409-000275,2024-09-22
276,PUR000276,20221027,114,8,23,17,990,147,173500,25504500,9,2295405,11,2553000,25762095,Pending,INV-SUP-202210-000276,2022-11-01
277,PUR000277,20230527,12,270,9,3,905,170,79893,13581810,1,135818,0,0,13445992,Completed,INV-SUP-202305-000277,2023-05-30
278,PUR000278,20220201,83,27,10,16,792,23,159200,3661600,9,329544,11,366526,3698582,Completed,INV-SUP-202202-000278,2022-02-13
279,PUR000279,20221210,37,11,10,10,640,259,194436,50358924,10,5035892,11,4985533,50308565,Cancelled,INV-SUP-202212-000279,2022-12-20
280,PUR000280,20241224,133,22,22,10,653,417,39882,16630794,2,332615,0,0,16298179,Completed,INV-SUP-202412-000280,2025-01-02
281,PUR000281,20251221,47,151,17,11,902,151,1733286,261726186,1,2617261,11,28501981,287610906,Completed,INV-SUP-202512-000281,2025-12-30
282,PUR000282,20220311,80,286,4,10,214,4,421465,1685860,8,134868,11,170609,1721601,Pending,INV-SUP-202203-000282,2022-03-13
283,PUR000283,20251010,129,292,13,6,759,145,75911,11007095,4,440283,11,1162349,11729161,Completed,INV-SUP-202510-000283,2025-10-14
284,PUR000284,20221120,74,248,6,12,825,25,2802649,70066225,11,7707284,11,6859483,69218424,Completed,INV-SUP-202211-000284,2022-11-26
285,PUR000285,20230627,148,199,18,6,961,5,4367612,21838060,12,2620567,11,2113924,21331417,Pending,INV-SUP-202306-000285,2023-07-01
286,PUR000286,20240430,15,280,8,2,557,29,5888613,170769777,12,20492373,11,16530514,166807918,Completed,INV-SUP-202404-000286,2024-05-07
287,PUR000287,20260917,61,218,22,14,881,281,346995,97505595,4,3900223,11,10296590,103901962,Completed,INV-SUP-202609-000287,2026-09-22
288,PUR000288,20250720,143,113,15,2,46,127,253380,32179260,1,321792,11,3504321,35361789,Completed,INV-SUP-202507-000288,2025-07-29
289,PUR000289,20220215,57,158,10,3,533,28,2787762,78057336,10,7805733,11,7727676,77979279,Completed,INV-SUP-202202-000289,2022-02-19
290,PUR000290,20230508,46,266,11,9,808,211,156876,33100836,10,3310083,11,3276982,33067735,Completed,INV-SUP-202305-000290,2023-05-14
291,PUR000291,20241209,24,8,1,3,466,79,23358,1845282,11,202981,11,180653,1822954,Completed,INV-SUP-202412-000291,2024-12-21
292,PUR000292,20241226,134,78,24,15,850,181,1009293,182682033,11,20095023,11,17884571,180471581,Pending,INV-SUP-202412-000292,2024-12-29
293,PUR000293,20230228,72,264,19,2,828,127,593898,75425046,14,10559506,11,7135209,72000749,Pending,INV-SUP-202302-000293,2023-03-05
294,PUR000294,20221202,125,26,14,10,858,35,208936,7312760,12,877531,11,707875,7143104,Cancelled,INV-SUP-202212-000294,2022-12-04
295,PUR000295,20250315,96,279,12,17,227,238,79992,19038096,12,2284571,0,0,16753525,Completed,INV-SUP-202503-000295,2025-03-28
296,PUR000296,20250704,126,60,2,1,900,123,49187,6050001,3,181500,11,645535,6514036,Completed,INV-SUP-202507-000296,2025-07-13
297,PUR000297,20250313,2,286,8,16,892,148,1244012,184113776,2,3682275,11,19847465,200278966,Completed,INV-SUP-202503-000297,2025-03-21
298,PUR000298,20261029,95,11,21,17,926,17,9274830,157672110,5,7883605,11,16476735,166265240,Completed,INV-SUP-202610-000298,2026-11-02
299,PUR000299,20220917,73,208,9,13,451,48,1755000,84240000,0,0,11,9266400,93506400,Completed,INV-SUP-202209-000299,2022-09-29
300,PUR000300,20230411,54,102,7,15,829,129,147696,19052784,5,952639,0,0,18100145,Completed,INV-SUP-202304-000300,2023-04-23
301,PUR000301,20240408,35,284,16,15,620,75,827296,62047200,5,3102360,11,6483932,65428772,Completed,INV-SUP-202404-000301,2024-04-21
302,PUR000302,20240301,79,35,11,18,115,192,438828,84254976,10,8425497,11,8341242,84170721,Completed,INV-SUP-202403-000302,2024-03-10
303,PUR000303,20220103,47,11,7,17,805,125,380688,47586000,8,3806880,11,4815703,48594823,Completed,INV-SUP-202201-000303,2022-01-07
304,PUR000304,20221018,25,78,11,17,271,9,5476584,49289256,13,6407603,11,4716981,47598634,Cancelled,INV-SUP-202210-000304,2022-10-27
305,PUR000305,20260909,18,290,14,16,794,36,158994,5723784,15,858567,11,535173,5400390,Completed,INV-SUP-202609-000305,2026-09-17
306,PUR000306,20230211,141,216,4,3,415,42,237966,9994572,14,1399240,11,945486,9540818,Completed,INV-SUP-202302-000306,2023-02-15
307,PUR000307,20241210,62,146,13,1,419,18,2591127,46640286,12,5596834,11,4514779,45558231,Completed,INV-SUP-202412-000307,2024-12-23
308,PUR000308,20250609,124,33,14,2,536,17,6597000,112149000,4,4485960,11,11842934,119505974,Completed,INV-SUP-202506-000308,2025-06-18
309,PUR000309,20261031,30,266,22,7,756,436,10296,4489056,10,448905,0,0,4040151,Completed,INV-SUP-202610-000309,2026-11-12
310,PUR000310,20250414,21,145,13,15,943,19,4157944,79000936,4,3160037,11,8342498,84183397,Completed,INV-SUP-202504-000310,2025-04-21
311,PUR000311,20240301,132,102,2,3,351,55,316622,17414210,5,870710,11,1819785,18363285,Completed,INV-SUP-202403-000311,2024-03-10
312,PUR000312,20261024,141,168,12,5,391,225,385381,86710725,13,11272394,11,8298216,83736547,Completed,INV-SUP-202610-000312,2026-10-30
313,PUR000313,20251004,141,181,4,3,947,5,4783764,23918820,12,2870258,11,2315341,23363903,Completed,INV-SUP-202510-000313,2025-10-17
314,PUR000314,20250628,34,2,24,11,736,70,114100,7987000,1,79870,0,0,7907130,Completed,INV-SUP-202506-000314,2025-07-11
315,PUR000315,20260321,142,175,17,12,271,35,5261816,184163560,8,14733084,11,18637352,188067828,Completed,INV-SUP-202603-000315,2026-03-28
316,PUR000316,20260815,78,97,20,14,875,27,3130218,84515886,0,0,11,9296747,93812633,Completed,INV-SUP-202608-000316,2026-08-26
317,PUR000317,20230210,94,248,11,1,301,243,69564,16904052,0,0,11,1859445,18763497,Completed,INV-SUP-202302-000317,2023-02-24
318,PUR000318,20260115,75,228,6,8,257,5,1907890,9539450,14,1335523,11,902431,9106358,Completed,INV-SUP-202601-000318,2026-01-18
319,PUR000319,20231013,88,68,6,8,741,11,3064446,33708906,14,4719246,11,3188862,32178522,Completed,INV-SUP-202310-000319,2023-10-23
320,PUR000320,20230407,39,52,2,4,900,145,47239,6849655,14,958951,11,647977,6538681,Completed,INV-SUP-202304-000320,2023-04-12
321,PUR000321,20220403,103,275,24,15,275,58,318794,18490052,15,2773507,11,1728819,17445364,Completed,INV-SUP-202204-000321,2022-04-12
322,PUR000322,20230323,23,42,21,11,928,181,559800,101323800,15,15198570,11,9473775,95599005,Completed,INV-SUP-202303-000322,2023-03-30
323,PUR000323,20260930,80,78,7,4,162,38,2814552,106952976,10,10695297,11,10588344,106846023,Completed,INV-SUP-202609-000323,2026-10-11
324,PUR000324,20230102,47,37,20,18,688,192,253428,48658176,15,7298726,11,4549539,45908989,Cancelled,INV-SUP-202301-000324,2023-01-06
325,PUR000325,20220227,75,201,2,16,693,12,1379500,16554000,1,165540,11,1802730,18191190,Pending,INV-SUP-202202-000325,2022-03-08
326,PUR000326,20260612,96,257,1,9,101,254,28420,7218680,14,1010615,11,682887,6890952,Completed,INV-SUP-202606-000326,2026-06-16
327,PUR000327,20240217,36,103,18,18,714,26,5753943,149602518,0,0,11,16456276,166058794,Completed,INV-SUP-202402-000327,2024-03-02
328,PUR000328,20260919,30,30,15,15,248,25,1562476,39061900,7,2734333,11,3996032,40323599,Completed,INV-SUP-202609-000328,2026-09-27
329,PUR000329,20260703,138,113,22,12,470,70,938817,65717190,15,9857578,11,6144557,62004169,Completed,INV-SUP-202607-000329,2026-07-12
330,PUR000330,20260630,37,215,16,2,573,186,278883,51872238,12,6224668,11,5021232,50668802,Completed,INV-SUP-202606-000330,2026-07-13
331,PUR000331,20260620,34,105,12,10,284,169,84252,14238588,9,1281472,11,1425282,14382398,Completed,INV-SUP-202606-000331,2026-06-28
332,PUR000332,20251229,135,53,2,7,742,78,2809896,219171888,13,28492345,11,20974749,211654292,Completed,INV-SUP-202512-000332,2026-01-03
333,PUR000333,20240227,120,119,5,5,45,62,489143,30326866,8,2426149,11,3069078,30969795,Pending,INV-SUP-202402-000333,2024-03-11
334,PUR000334,20230129,147,242,7,11,75,146,22473,3281058,8,262484,0,0,3018574,Completed,INV-SUP-202301-000334,2023-02-07
335,PUR000335,20260315,37,132,25,13,243,42,1608648,67563216,10,6756321,11,6688758,67495653,Completed,INV-SUP-202603-000335,2026-03-22
336,PUR000336,20260612,109,200,18,4,992,139,32242,4481638,9,403347,0,0,4078291,Completed,INV-SUP-202606-000336,2026-06-18
337,PUR000337,20220706,17,26,16,5,875,67,3130218,209724606,2,4194492,11,22608312,228138426,Completed,INV-SUP-202207-000337,2022-07-16
338,PUR000338,20240916,23,233,7,9,957,74,312543,23128182,12,2775381,11,2238808,22591609,Completed,INV-SUP-202409-000338,2024-09-29
339,PUR000339,20260905,76,103,11,15,767,148,234900,34765200,5,1738260,11,3632963,36659903,Completed,INV-SUP-202609-000339,2026-09-10
340,PUR000340,20260201,64,86,10,2,940,190,999100,189829000,13,24677770,11,18166635,183317865,Completed,INV-SUP-202602-000340,2026-02-13
341,PUR000341,20240101,62,146,10,9,737,237,140877,33387849,11,3672663,11,3268670,32983856,Completed,INV-SUP-202401-000341,2024-01-08
342,PUR000342,20231026,42,261,9,15,946,490,6969,3414810,2,68296,0,0,3346514,Completed,INV-SUP-202310-000342,2023-11-06
