inventory_key,inventory_code,purchase_key,inventory_date_key,product_key,store_key,received_quantity,accepted_quantity,damaged_quantity,inventory_status,batch_number,warehouse_location,expiry_date
334,INV000334,377,20251108,514,13,55,55,0,Received,BAT00000334,D-07-04,
335,INV000335,378,20230402,354,1,11,11,0,Received,BAT00000335,C-10-01,
336,INV000336,380,20220511,487,12,17,17,0,Received,BAT00000336,D-04-01,
337,INV000337,381,20250416,252,23,26,26,0,Received,BAT00000337,E-15-06,
338,INV000338,382,20230719,518,4,212,212,0,Received,BAT00000338,E-07-01,
339,INV000339,384,20251017,926,8,8,8,0,Received,BAT00000339,A-15-05,
340,INV000340,385,20241029,651,19,172,172,0,Received,BAT00000340,C-17-02,2025-10-29
341,INV000341,386,20240126,79,13,20,20,0,Received,BAT00000341,C-10-02,
342,INV000342,387,20220808,137,21,115,115,0,Received,BAT00000342,D-16-04,
343,INV000343,388,20250904,308,9,59,59,0,Received,BAT00000343,E-05-05,2027-09-04
344,INV000344,389,20221208,819,12,19,19,0,Received,BAT00000344,D-20-04,
345,INV000345,390,20250902,454,7,280,280,0,Received,BAT00000345,D-02-03,2027-09-02
346,INV000346,391,20260125,648,17,28,28,0,Received,BAT00000346,B-16-02,
347,INV000347,392,20260731,36,22,111,111,0,Received,BAT00000347,D-19-02,2028-01-22
348,INV000348,393,20250711,760,10,266,248,18,Partial,BAT00000348,B-01-05,
349,INV000349,394,20260527,701,22,54,54,0,Received,BAT00000349,E-19-02,2027-11-18
350,INV000350,395,20241002,55,21,166,166,0,Received,BAT00000350,E-15-01,
351,INV000351,397,20240603,828,18,91,0,91,Rejected,BAT00000351,B-16-02,
352,INV000352,398,20250927,86,12,12,12,0,Received,BAT00000352,A-01-05,
353,INV000353,399,20240913,572,7,57,57,0,Received,BAT00000353,C-06-06,
354,INV000354,400,20260219,839,3,51,51,0,Received,BAT00000354,B-06-06,
355,INV000355,401,20230829,362,8,193,193,0,Received,BAT00000355,E-01-03,
356,INV000356,402,20261206,701,23,104,95,9,Partial,BAT00000356,C-16-06,2028-05-29
357,INV000357,404,20240930,486,7,174,174,0,Received,BAT00000357,B-01-01,
358,INV000358,406,20240926,430,8,26,26,0,Received,BAT00000358,A-08-01,
359,INV000359,407,20251028,730,6,118,118,0,Received,BAT00000359,D-20-02,
360,INV000360,408,20250929,701,6,77,70,7,Partial,BAT00000360,E-09-02,2027-03-23
361,INV000361,409,20260209,702,24,112,112,0,Received,BAT00000361,A-08-03,2028-02-09
362,INV000362,410,20260423,660,6,199,199,0,Received,BAT00000362,A-06-06,
363,INV000363,411,20231026,75,11,26,26,0,Received,BAT00000363,A-01-01,
364,INV000364,412,20250804,174,21,26,26,0,Received,BAT00000364,C-14-03,
365,INV000365,413,20250508,9,4,45,45,0,Received,BAT00000365,D-05-05,
366,INV000366,414,20250729,847,10,54,54,0,Received,BAT00000366,B-16-03,
367,INV000367,417,20261127,302,19,17,17,0,Received,BAT00000367,A-12-04,
368,INV000368,418,20260329,289,17,244,244,0,Received,BAT00000368,C-17-04,2028-03-28
369,INV000369,419,20240413,894,6,10,10,0,Received,BAT00000369,B-17-01,
370,INV000370,420,20250411,812,13,121,121,0,Received,BAT00000370,B-07-06,
371,INV000371,421,20241102,45,6,147,147,0,Received,BAT00000371,C-18-01,2026-04-26
372,INV000372,422,20270104,844,18,198,198,0,Received,BAT00000372,D-14-04,
373,INV000373,424,20221204,497,16,163,163,0,Received,BAT00000373,E-14-06,2024-05-27
374,INV000374,425,20260606,855,24,180,180,0,Received,BAT00000374,D-12-03,2028-06-05
375,INV000375,426,20260101,146,17,307,307,0,Received,BAT00000375,E-06-03,2027-01-01
376,INV000376,428,20250220,835,23,101,101,0,Received,BAT00000376,C-09-02,
377,INV000377,429,20251022,524,2,11,11,0,Received,BAT00000377,B-06-06,
378,INV000378,430,20231119,508,25,348,348,0,Received,BAT00000378,E-07-01,
379,INV000379,431,20230628,349,9,234,234,0,Received,BAT00000379,E-08-04,
380,INV000380,432,20231219,328,24,171,171,0,Received,BAT00000380,D-09-02,
381,INV000381,434,20220228,841,4,150,150,0,Received,BAT00000381,E-08-06,
382,INV000382,435,20241031,853,7,291,291,0,Received,BAT00000382,D-18-04,2025-10-31
383,INV000383,437,20260120,531,9,151,151,0,Received,BAT00000383,E-08-06,
384,INV000384,438,20220511,980,6,16,16,0,Received,BAT00000384,E-10-05,
385,INV000385,440,20230213,280,18,438,438,0,Received,BAT00000385,A-02-03,2024-02-13
386,INV000386,441,20240805,675,7,308,308,0,Received,BAT00000386,E-13-06,2025-08-05
387,INV000387,443,20260605,149,20,147,147,0,Received,BAT00000387,C-01-01,
388,INV000388,444,20220416,544,9,14,14,0,Received,BAT00000388,E-09-05,
389,INV000389,445,20221015,63,25,43,43,0,Received,BAT00000389,C-05-06,
390,INV000390,447,20260107,555,3,40,40,0,Received,BAT00000390,A-08-03,
391,INV000391,448,20250824,310,7,186,186,0,Received,BAT00000391,B-08-02,2026-08-24
392,INV000392,449,20231013,416,8,12,12,0,Received,BAT00000392,C-07-01,
393,INV000393,450,20251019,653,25,391,391,0,Received,BAT00000393,D-04-01,2026-10-19
394,INV000394,451,20260422,578,6,170,170,0,Received,BAT00000394,C-12-01,2028-04-21
395,INV000395,452,20230509,837,14,217,217,0,Received,BAT00000395,D-14-06,
396,INV000396,453,20250509,969,19,89,89,0,Received,BAT00000396,C-10-04,
397,INV000397,454,20260615,747,10,78,78,0,Received,BAT00000397,A-04-04,2028-06-14
398,INV000398,455,20231108,660,16,198,198,0,Received,BAT00000398,E-16-06,
399,INV000399,456,20220409,354,13,12,12,0,Received,BAT00000399,E-19-04,
400,INV000400,457,20231116,35,5,33,33,0,Received,BAT00000400,E-11-06,
401,INV000401,458,20240616,791,16,42,42,0,Received,BAT00000401,D-20-04,
402,INV000402,459,20230315,295,16,209,209,0,Received,BAT00000402,D-02-06,2024-03-14
403,INV000403,460,20220724,159,9,160,160,0,Received,BAT00000403,D-03-06,
404,INV000404,461,20251108,752,4,200,200,0,Received,BAT00000404,C-10-05,2026-11-08
405,INV000405,462,20241002,330,14,183,183,0,Received,BAT00000405,D-03-05,
406,INV000406,464,20220605,81,13,22,22,0,Received,BAT00000406,D-04-06,
407,INV000407,465,20260423,283,8,28,28,0,Received,BAT00000407,E-08-01,2027-10-15
408,INV000408,466,20220430,926,24,11,11,0,Received,BAT00000408,E-18-03,
409,INV000409,467,20260506,598,2,200,200,0,Received,BAT00000409,E-20-01,
410,INV000410,469,20230803,173,7,14,14,0,Received,BAT00000410,C-06-03,
411,INV000411,470,20240817,471,3,9,9,0,Received,BAT00000411,B-01-04,
412,INV000412,471,20260507,911,20,18,18,0,Received,BAT00000412,D-06-05,
413,INV000413,472,20270108,690,16,216,216,0,Received,BAT00000413,E-10-05,
414,INV000414,473,20250721,679,6,89,89,0,Received,BAT00000414,E-14-01,
415,INV000415,474,20260612,211,22,57,57,0,Received,BAT00000415,A-10-03,
416,INV000416,476,20220923,927,15,19,19,0,Received,BAT00000416,A-09-03,
417,INV000417,477,20240422,717,4,122,122,0,Received,BAT00000417,A-16-06,
418,INV000418,479,20220210,786,22,177,177,0,Received,BAT00000418,E-15-06,
419,INV000419,480,20260221,23,2,87,87,0,Received,BAT00000419,A-01-01,
420,INV000420,481,20220507,279,9,56,56,0,Received,BAT00000420,E-18-03,
421,INV000421,482,20240106,297,4,6,6,0,Received,BAT00000421,D-14-03,
422,INV000422,483,20260706,281,7,5,5,0,Received,BAT00000422,D-06-05,
423,INV000423,484,20220930,50,24,240,240,0,Received,BAT00000423,E-07-03,
424,INV000424,485,20221009,586,8,29,29,0,Received,BAT00000424,B-03-05,
425,INV000425,486,20250323,983,10,93,93,0,Received,BAT00000425,A-14-05,
426,INV000426,487,20230113,987,16,76,76,0,Received,BAT00000426,C-05-02,2025-01-12
427,INV000427,489,20250925,372,12,79,79,0,Received,BAT00000427,E-11-06,
428,INV000428,490,20260502,981,15,207,207,0,Received,BAT00000428,D-05-02,
429,INV000429,491,20241021,507,9,24,0,24,Rejected,BAT00000429,B-12-04,
430,INV000430,492,20231228,395,16,105,105,0,Received,BAT00000430,D-06-03,2025-12-27
431,INV000431,493,20231117,554,17,21,21,0,Received,BAT00000431,D-05-06,
432,INV000432,494,20250512,730,21,51,51,0,Received,BAT00000432,B-05-04,
433,INV000433,495,20230905,426,14,22,22,0,Received,BAT00000433,A-14-01,
434,INV000434,496,20250522,116,7,62,62,0,Received,BAT00000434,A-18-03,
435,INV000435,497,20221124,655,1,68,68,0,Received,BAT00000435,A-09-05,
436,INV000436,498,20240710,493,25,68,68,0,Received,BAT00000436,D-20-01,
437,INV000437,499,20220316,589,23,82,82,0,Received,BAT00000437,A-10-04,
438,INV000438,500,20260609,687,25,129,129,0,Received,BAT00000438,A-14-02,
439,INV000439,501,20240530,161,20,27,27,0,Received,BAT00000439,B-19-02,
440,INV000440,502,20250214,870,16,258,258,0,Received,BAT00000440,B-19-06,
441,INV000441,504,20240229,833,7,116,116,0,Received,BAT00000441,C-18-05,
442,INV000442,505,20250725,453,19,157,157,0,Received,BAT00000442,A-09-01,2026-07-25
443,INV000443,506,20241219,426,23,84,84,0,Received,BAT00000443,D-20-04,
444,INV000444,507,20250903,48,25,32,32,0,Received,BAT00000444,B-18-04,
445,INV000445,508,20221229,203,3,477,477,0,Received,BAT00000445,C-02-04,
446,INV000446,509,20251021,427,1,5,5,0,Received,BAT00000446,B-18-04,
447,INV000447,510,20230429,509,21,114,114,0,Received,BAT00000447,C-06-05,
448,INV000448,511,20230925,305,5,139,139,0,Received,BAT00000448,C-04-03,2024-09-24
449,INV000449,512,20240112,452,2,71,71,0,Received,BAT00000449,B-14-05,
450,INV000450,513,20230720,34,19,15,15,0,Received,BAT00000450,A-10-06,
451,INV000451,514,20260106,476,5,260,260,0,Received,BAT00000451,C-09-01,2028-01-06
452,INV000452,515,20260207,736,5,128,128,0,Received,BAT00000452,D-16-01,
453,INV000453,516,20231111,244,1,104,104,0,Received,BAT00000453,B-19-01,
454,INV000454,517,20220204,319,25,121,121,0,Received,BAT00000454,B-15-06,2024-02-04
455,INV000455,518,20260306,539,2,4,4,0,Received,BAT00000455,C-10-01,
456,INV000456,519,20220406,524,23,3,3,0,Received,BAT00000456,C-17-06,
457,INV000457,521,20251123,297,15,33,33,0,Received,BAT00000457,C-17-02,
458,INV000458,522,20250912,197,5,133,133,0,Received,BAT00000458,A-05-03,
459,INV000459,523,20220715,500,13,192,192,0,Received,BAT00000459,B-13-02,2024-01-06
460,INV000460,524,20250113,279,13,18,18,0,Received,BAT00000460,E-09-04,
461,INV000461,526,20260831,456,21,24,24,0,Received,BAT00000461,C-07-01,
462,INV000462,527,20260311,632,10,129,129,0,Received,BAT00000462,A-03-06,
463,INV000463,528,20230929,339,14,17,17,0,Received,BAT00000463,A-01-04,
464,INV000464,529,20220209,989,6,8,8,0,Received,BAT00000464,B-02-02,
465,INV000465,530,20251030,195,25,265,265,0,Received,BAT00000465,B-18-06,
466,INV000466,531,20241005,257,3,36,36,0,Received,BAT00000466,C-08-05,
467,INV000467,532,20250328,653,15,471,444,27,Partial,BAT00000467,B-09-01,2026-03-28
468,INV000468,533,20231005,355,3,17,17,0,Received,BAT00000468,A-07-01,
469,INV000469,534,20260705,729,21,8,8,0,Received,BAT00000469,C-05-05,
470,INV000470,536,20261225,192,20,102,102,0,Received,BAT00000470,A-11-01,2028-12-24
471,INV000471,537,20260203,392,23,97,93,4,Partial,BAT00000471,C-09-01,
472,INV000472,540,20250504,246,15,301,301,0,Received,BAT00000472,C-10-03,2026-05-04
473,INV000473,541,20220711,33,4,18,18,0,Received,BAT00000473,E-19-04,
474,INV000474,542,20240111,658,21,117,117,0,Received,BAT00000474,B-08-01,2026-01-10
475,INV000475,543,20220113,896,19,160,160,0,Received,BAT00000475,B-06-04,
476,INV000476,544,20250105,490,9,219,219,0,Received,BAT00000476,C-01-02,
477,INV000477,545,20260729,379,5,65,65,0,Received,BAT00000477,C-09-01,
478,INV000478,546,20220326,330,1,39,39,0,Received,BAT00000478,E-01-06,
479,INV000479,547,20220701,162,20,62,62,0,Received,BAT00000479,B-09-01,
480,INV000480,548,20220928,800,23,7,7,0,Received,BAT00000480,A-08-04,
481,INV000481,549,20230411,436,2,143,143,0,Received,BAT00000481,C-01-02,
482,INV000482,550,20240301,675,9,143,143,0,Received,BAT00000482,A-20-05,2025-03-01
483,INV000483,551,20220504,958,18,32,32,0,Received,BAT00000483,D-01-04,2023-10-26
484,INV000484,553,20230224,896,22,75,75,0,Received,BAT00000484,A-20-05,
485,INV000485,555,20240210,225,4,59,59,0,Received,BAT00000485,B-18-02,
486,INV000486,556,20220509,770,13,299,299,0,Received,BAT00000486,D-12-06,
487,INV000487,557,20220202,141,14,202,202,0,Received,BAT00000487,A-16-03,2023-02-02
488,INV000488,558,20251203,105,7,47,47,0,Received,BAT00000488,E-15-05,
489,INV000489,559,20221127,934,21,20,20,0,Received,BAT00000489,A-20-04,
490,INV000490,561,20221102,771,8,8,8,0,Received,BAT00000490,E-10-04,
491,INV000491,562,20230408,463,17,8,8,0,Received,BAT00000491,E-19-02,
492,INV000492,564,20230623,56,4,7,7,0,Received,BAT00000492,A-13-02,
493,INV000493,565,20240816,472,1,238,238,0,Received,BAT00000493,D-14-04,2026-08-16
494,INV000494,566,20240928,230,3,94,94,0,Received,BAT00000494,C-03-02,
495,INV000495,567,20250701,496,1,581,581,0,Received,BAT00000495,B-01-06,2026-07-01
496,INV000496,568,20231113,450,15,65,65,0,Received,BAT00000496,E-07-04,
497,INV000497,569,20231130,421,24,135,135,0,Received,BAT00000497,D-11-03,2025-11-29
498,INV000498,570,20220131,58,22,25,25,0,Received,BAT00000498,C-20-01,
499,INV000499,572,20260413,971,12,139,139,0,Received,BAT00000499,B-01-06,2028-04-12
500,INV000500,573,20250319,655,23,63,63,0,Received,BAT00000500,B-03-06,
501,INV000501,574,20230218,817,10,310,310,0,Received,BAT00000501,E-12-01,
502,INV000502,575,20250307,723,1,51,48,3,Partial,BAT00000502,A-20-06,
503,INV000503,576,20221204,193,13,143,143,0,Received,BAT00000503,C-17-04,
504,INV000504,577,20260205,778,17,155,155,0,Received,BAT00000504,C-02-01,
505,INV000505,578,20261219,14,14,74,74,0,Received,BAT00000505,C-06-04,
506,INV000506,579,20230815,792,8,46,46,0,Received,BAT00000506,B-10-06,2025-02-05
507,INV000507,580,20260530,755,18,57,57,0,Received,BAT00000507,B-06-05,
508,INV000508,581,20231210,254,6,151,151,0,Received,BAT00000508,D-05-03,
509,INV000509,582,20261018,519,13,62,62,0,Received,BAT00000509,B-07-05,
510,INV000510,584,20240422,175,11,28,28,0,Received,BAT00000510,E-03-04,
511,INV000511,586,20240819,522,21,147,147,0,Received,BAT00000511,E-17-05,
512,INV000512,587,20240312,226,10,14,14,0,Received,BAT00000512,C-15-02,
513,INV000513,588,20220904,915,2,5,5,0,Received,BAT00000513,D-18-06,
514,INV000514,589,20260207,830,19,234,234,0,Received,BAT00000514,A-06-04,2028-02-07
515,INV000515,590,20220720,287,16,12,12,0,Received,BAT00000515,C-08-01,
516,INV000516,591,20240310,810,12,249,249,0,Received,BAT00000516,E-18-04,2025-03-10
517,INV000517,592,20220907,87,8,90,90,0,Received,BAT00000517,E-04-02,2024-02-29
518,INV000518,593,20220711,892,9,99,99,0,Received,BAT00000518,C-19-01,2024-01-02
519,INV000519,594,20260623,142,1,35,35,0,Received,BAT00000519,A-11-03,
520,INV000520,595,20220302,538,15,17,17,0,Received,BAT00000520,B-19-02,
521,INV000521,596,20230217,713,25,185,185,0,Received,BAT00000521,D-09-05,2025-02-16
522,INV000522,597,20260205,105,14,73,73,0,Received,BAT00000522,E-02-02,
523,INV000523,598,20220321,848,6,47,47,0,Received,BAT00000523,D-20-02,
524,INV000524,599,20250925,655,13,58,58,0,Received,BAT00000524,E-08-01,
525,INV000525,600,20251202,711,19,10,10,0,Received,BAT00000525,A-06-02,
526,INV000526,601,20250705,849,23,23,23,0,Received,BAT00000526,E-18-03,
527,INV000527,602,20250214,349,21,168,168,0,Received,BAT00000527,C-04-02,
528,INV000528,603,20220401,253,16,94,94,0,Received,BAT00000528,B-18-01,
529,INV000529,604,20220303,180,8,58,58,0,Received,BAT00000529,D-09-02,
530,INV000530,605,20220823,649,7,157,157,0,Received,BAT00000530,E-19-06,
531,INV000531,607,20220528,907,13,14,14,0,Received,BAT00000531,A-15-06,
532,INV000532,608,20250110,252,10,39,39,0,Received,BAT00000532,D-10-04,
533,INV000533,609,20250629,527,19,4,4,0,Received,BAT00000533,C-07-03,
534,INV000534,610,20260623,141,24,461,461,0,Received,BAT00000534,C-06-06,2027-06-23
535,INV000535,611,20241028,596,23,186,186,0,Received,BAT00000535,C-08-06,2026-10-28
536,INV000536,612,20240525,109,15,49,49,0,Received,BAT00000536,B-13-01,
537,INV000537,613,20260310,345,17,110,110,0,Received,BAT00000537,E-02-03,
538,INV000538,614,20231114,705,20,148,148,0,Received,BAT00000538,E-10-01,2025-05-07
539,INV000539,615,20250408,154,15,145,145,0,Received,BAT00000539,E-10-03,
540,INV000540,616,20220318,584,23,40,40,0,Received,BAT00000540,D-12-02,2023-09-09
541,INV000541,617,20250215,135,4,258,258,0,Received,BAT00000541,A-13-03,
542,INV000542,618,20240518,521,4,24,24,0,Received,BAT00000542,B-05-06,
543,INV000543,619,20250428,790,17,320,320,0,Received,BAT00000543,E-20-03,
544,INV000544,620,20221119,560,23,19,19,0,Received,BAT00000544,E-07-04,
545,INV000545,621,20250704,724,5,3,3,0,Received,BAT00000545,B-11-04,
546,INV000546,623,20230828,114,21,39,39,0,Received,BAT00000546,D-12-06,
547,INV000547,624,20240515,243,13,79,79,0,Received,BAT00000547,E-12-05,
548,INV000548,625,20230829,49,8,183,183,0,Received,BAT00000548,D-14-02,
549,INV000549,626,20220211,940,12,72,72,0,Received,BAT00000549,D-04-06,
550,INV000550,627,20251227,581,25,87,87,0,Received,BAT00000550,E-14-05,
551,INV000551,629,20260806,321,9,16,16,0,Received,BAT00000551,A-02-02,
552,INV000552,631,20251129,116,25,88,81,7,Partial,BAT00000552,A-06-06,
553,INV000553,632,20260708,138,5,58,58,0,Received,BAT00000553,C-04-05,
554,INV000554,633,20250725,490,3,129,129,0,Received,BAT00000554,D-04-01,
555,INV000555,635,20231023,873,15,364,364,0,Received,BAT00000555,A-09-05,2024-10-22
556,INV000556,636,20230518,15,22,496,496,0,Received,BAT00000556,C-13-05,2024-05-17
557,INV000557,638,20241204,582,10,261,0,261,Rejected,BAT00000557,C-15-02,
558,INV000558,639,20260301,43,21,162,162,0,Received,BAT00000558,C-17-02,
559,INV000559,641,20260616,330,14,102,102,0,Received,BAT00000559,E-20-03,
560,INV000560,643,20260416,761,12,98,98,0,Received,BAT00000560,C-14-04,
561,INV000561,644,20240727,807,14,361,361,0,Received,BAT00000561,B-17-01,
562,INV000562,646,20251228,172,17,34,34,0,Received,BAT00000562,B-14-05,
563,INV000563,647,20251117,332,9,58,58,0,Received,BAT00000563,C-05-04,2027-05-11
564,INV000564,648,20250325,4,5,171,171,0,Received,BAT00000564,A-04-06,
565,INV000565,649,20240821,781,11,18,18,0,Received,BAT00000565,B-01-03,
566,INV000566,650,20221209,168,3,50,50,0,Received,BAT00000566,C-16-04,
567,INV000567,651,20220703,105,15,69,69,0,Received,BAT00000567,A-09-03,
568,INV000568,652,20251013,290,5,475,457,18,Partial,BAT00000568,C-06-06,2026-10-13
569,INV000569,653,20250320,31,15,138,138,0,Received,BAT00000569,B-17-03,2026-03-20
570,INV000570,654,20261226,87,1,143,143,0,Received,BAT00000570,C-09-04,2028-06-18
571,INV000571,655,20220704,807,18,62,62,0,Received,BAT00000571,E-04-04,
572,INV000572,656,20261020,515,10,146,141,5,Partial,BAT00000572,D-08-01,
573,INV000573,657,20221226,922,9,463,463,0,Received,BAT00000573,D-15-01,
574,INV000574,658,20260604,139,16,54,54,0,Received,BAT00000574,E-19-02,
575,INV000575,659,20221219,413,14,194,194,0,Received,BAT00000575,A-13-06,2024-12-18
576,INV000576,660,20260726,229,5,122,122,0,Received,BAT00000576,C-14-03,
577,INV000577,661,20260728,376,1,131,131,0,Received,BAT00000577,A-08-05,
578,INV000578,662,20230703,173,16,36,34,2,Partial,BAT00000578,B-11-05,
579,INV000579,663,20230402,436,4,70,70,0,Received,BAT00000579,D-17-05,
580,INV000580,664,20240629,716,9,14,14,0,Received,BAT00000580,B-06-02,
581,INV000581,665,20240717,886,19,17,17,0,Received,BAT00000581,D-12-05,
582,INV000582,666,20220407,857,7,350,350,0,Received,BAT00000582,A-06-02,2023-04-07
583,INV000583,667,20220924,2,25,17,17,0,Received,BAT00000583,A-09-01,
584,INV000584,668,20250331,39,11,101,101,0,Received,BAT00000584,C-12-05,
585,INV000585,669,20231115,856,12,136,136,0,Received,BAT00000585,A-19-04,2025-11-14
586,INV000586,670,20240229,90,1,71,71,0,Received,BAT00000586,B-10-02,
587,INV000587,671,20230705,376,15,28,28,0,Received,BAT00000587,D-12-01,
588,INV000588,672,20260914,917,20,94,94,0,Received,BAT00000588,E-19-01,2028-03-07
589,INV000589,673,20250515,426,19,69,69,0,Received,BAT00000589,D-03-05,
590,INV000590,675,20220810,531,15,57,57,0,Received,BAT00000590,B-17-06,
591,INV000591,677,20221008,60,15,51,51,0,Received,BAT00000591,E-16-04,
592,INV000592,678,20241216,132,1,95,95,0,Received,BAT00000592,A-07-06,2026-06-09
593,INV000593,679,20240407,925,20,69,69,0,Received,BAT00000593,A-02-03,2026-04-07
594,INV000594,680,20220427,494,23,53,53,0,Received,BAT00000594,B-04-02,
595,INV000595,681,20231203,72,14,11,11,0,Received,BAT00000595,A-10-01,
596,INV000596,682,20260912,384,8,89,88,1,Partial,BAT00000596,E-17-06,
597,INV000597,684,20221011,91,1,120,120,0,Received,BAT00000597,B-08-02,
598,INV000598,685,20260924,677,9,136,136,0,Received,BAT00000598,B-18-06,2028-03-17
599,INV000599,686,20230131,538,2,13,13,0,Received,BAT00000599,D-04-01,
600,INV000600,687,20230712,960,25,76,76,0,Received,BAT00000600,E-20-01,
601,INV000601,688,20221122,550,9,48,48,0,Received,BAT00000601,B-05-03,
602,INV000602,689,20250213,285,16,11,11,0,Received,BAT00000602,A-04-06,
603,INV000603,690,20230205,414,13,538,538,0,Received,BAT00000603,C-16-04,2024-02-05
604,INV000604,691,20220606,726,16,6,6,0,Received,BAT00000604,B-02-03,
